0, SSI1112, GERM101, OT101, FREN101, ARAB101, SSI1187, ECON170, FREN201
55, SSI1181, SSI1174, SSI1190, SPAN101, CHEM110, PHIL215, CHEM115, ECON170
56, GERM101, PG103, CSCI161, SSI1174, ECON170, SSI1117, SOAN101, SSI1195
57, CHEM110, ECON170, GERM101, SSI1128, CLSC211, PHIL281, SPAN101, HIST291
58, LAS100, BIOL112, SSI1124, SPAN203, CHEM110, ECON170, SSI1104, PG102
59, AFAM101, PHIL101, SSI1112, GEOL101, BIOL111, MATH110, ECON170, SSI1108
60, SSI1172, SSI1195, SSI1165, JAPN101, FREN101, HIST153, PSYC265, ENGL245
61, MATH160, SSI1186, ARTS147, SSI1171, SSI1128, CHEM110, SOAN101, IPE201
62, BIOL111, SSI1129, HIST153, JAPN201, ENGL212, CHEM110, SSI1138, SSI1108
63, IPE201, SSI1128, SSI1134, SSI1177, MATH160, CHEM115, SSI1138, GQS291
64, MUS101, SSI1128, BUS101, COMM156, GQS291, GQS201, ENGL212, HIST102
65, ECON170, SSI1135, CLSC231, SSI1181, SSI1128, CHEM110, MUS205, SSI1124
66, SSI1190, BUS101, SSI1128, PG104, FREN101, CHEM110, PG102, SSI1112
67, FREN210, PG103, ENVR101, GERM101, SSI1134, SPAN201, SSI1104, CHEM110
68, SSI1118, MATH180, SSI1165, SPAN101, SSI1144, SOAN101, THTR215, SPAN201
69, SSI1128, REL204, GERM101, SSI1175, COMM181, COMM170, CHEM110, ECON170
70, FREN201, SPAN203, GEOL101, CHEM110, SPAN101, BIOL111, CLSC231, SSI1195
71, GQS291, CHEM110, MATH160, BIOL111, SSI1175, SSI1160, SSI1128, ECON170
72, PHIL101, PG101, SPAN101, IPE191, MATH180, SSI1181, BIOL111, HIST245
73, SSI1112, SSI1128, SPAN201, PG103, COMM170, COMM292, GQS201, SSI1160
74, MATH160, SSI1138, OT101, GERM201, SSI1160, SSI1134, SSI1165, SSI1195
75, SSI1144, MATH160, CHEM110, SSI1134, CHEM115, BIOL111, AFAM101, PG102
76, MATH160, SSI1115, ECON170, SSI1112, MATH180, PG104, SSI1124, SPAN101
77, CHEM110, SSI1117, MATH181, MATH160, IPE201, SSI1195, SPAN201, SSI1128
78, MATH160, FREN201, SPAN201, SSI1176, OT101, ECON170, PG103, MUS235
79, AFAM101, CHEM250, SSI1195, SSI1144, MUS103, MATH280, SSI1190, SSI1104
80, MUS126, SSI1171, BIOL111, ECON170, SSI1165, CWLT100, SOAN101, PG103
81, SPAN201, CHEM110, MATH180, MUS235, FREN201, SPAN101, SSI1138, SSI1112
82, SPAN201, PHYS205, COMM181, SPAN101, SSI1144, IPE201, CHEM110, CSCI161
83, FREN210, PG101, SSI1128, CHEM110, CLSC211, PHIL101, SSI1179, SSI1141
84, SPAN201, IPE201, COMM170, MATH260, SPAN101, ENGL212, SOAN101, CHEM110
85, PG101, MATH180, GERM201, SSI1118, MATH160, CHEM110, SSI1117, ECON170
86, MUS103, CSCI161, SSI1108, COMM181, PHYS121, ECON170, SSI1124, BIOL111
87, JAPN101, SSI1138, MATH181, LAS100, AFAM210, SSI1179, IPE201, CSCI161
88, SSI1174, CHEM110, CHEM115, MUS105, PG101, MATH180, FREN201, SSI1171
89, FREN201, CWLT100, CHEM110, BIOL111, MATH160, IPE201, SSI1128, GEOL101
90, CHEM115, SSI1117, SPAN101, HIST153, ARTH276, SSI1176, CHEM110, GQS291
91, GQS201, SSI1117, MATH160, SSI1104, CHEM110, PG104, SSI1172, REL204
92, SSI1141, SOAN101, ECON170, MUS105, SSI1195, PSYC101, SSI1138, SSI1124
93, PHYS109, FREN210, SSI1134, GQS201, ARTS147, JAPN101, MATH160, SOAN101
94, FREN201, COMM170, CSCI161, SPAN101, SSI1179, SOAN101, CHEM115, SSI1160
95, MATH160, SPAN203, CWLT100, FREN201, CSCI161, OT101, CHEM110, SSI1165
96, FREN201, COMM170, SPAN101, SSI1165, MATH280, SPAN201, SSI1176, LAT101
97, SSI1117, ECON170, GQS291, SSI1172, CHEM110, SSI1141, BIOL112, ENGL212
98, GERM101, MATH160, PHIL101, BIOL111, PG103, FREN201, GERM201, BUS101
99, FREN101, CHEM110, MATH290, MATH160, SSI1138, SSI1108, SSI1172, PHIL101
100, SSI1144, SSI1141, LTS200, GQS201, PG103, SOAN101, COMM170, SOAN202
101, SPAN203, CHEM110, ECON170, SPAN201, SSI1187, MUS126, SPAN101, BIOL111
102, ECON170, BIOL111, SSI1135, MATH160, MUS103, SSI1128, BUS101, ARAB201
103, SPAN201, SSI1141, ARTS101, COMM170, SOAN101, FREN201, PG103, SSI1129
104, BIOL111, SSI1175, LAT101, GQS201, FREN210, MATH160, SOAN101, BUS101
105, HIST230, SPAN201, HIST224, ECON170, MATH160, MUS103, PHIL281, FREN201
106, FREN201, ECON170, COMM170, HIST230, BIOL111, SSI1171, SPAN201, PG103
107, PG101, FREN201, CHEM110, SSI1138, SSI1144, PG102, SSI1186, MUS103
108, IPE201, SPAN101, CSCI161, LAS100, SSI1118, SPAN300, SSI1187, REL204
109, AFAM101, FREN101, SSI1138, LAS100, CHEM110, ENGL212, HIST230, SSI1176
110, MUS101, COMM181, SSI1134, ECON170, SPAN101, CHEM110, BIOL111, AFAM101
111, SSI1124, SSI1134, BIOL111, CLSC211, AFAM101, SPAN101, CHEM115, MATH160
112, ARTS147, REL204, MATH180, CHEM110, GEOL101, MATH160, GERM201, GERM101
113, STS201, CHEM110, MATH160, BIOL111, CHIN101, SSI1174, CHEM250, FREN210
114, ARTS147, GERM101, SSI1117, COMM181, SSI1141, PHYS121, SSI1115, BIOL112
115, SPAN201, SOAN101, REL204, SSI1171, ECON170, SPAN101, FREN201, SSI1144
116, BIOL111, HIST224, SPAN201, SSI1118, SPAN101, ENGL212, CHEM110, SSI1135
117, PG102, SSI1141, MATH180, SSI1138, CHEM110, SPAN201, ECON170, SSI1190
118, SPAN201, CHEM110, MUS126, MATH180, SSI1141, PG102, HIST230, GQS201
119, SSI1160, PHIL215, SPAN201, SSI1165, HIST291, MUS101, MATH160, GERM101
120, BIOL111, AFAM101, SOAN202, ECON170, SSI1124, PG103, SSI1175, SSI1104
121, SSI1117, ECON170, FREN240, FREN201, BIOL112, SSI1176, SSI1139, SSI1174
122, SSI1104, SSI1160, SSI1115, GERM101, LAT101, COMM170, ENGL245, LTS200
123, SSI1128, LAT101, SSI1195, PSYC101, CHEM110, ARTH276, SSI1108, THTR215
124, PSYC101, HIST153, HIST230, ENGL245, MUS101, LTS200, CHIN101, BIOL111
125, SSI1177, MATH160, ARTH276, LAS100, BIOL111, ECON170, JAPN101, SPAN201
126, MUS103, BIOL111, HIST230, ARTH276, COMM181, SSI1138, SSI1118, SSI1176
127, MATH160, SSI1117, CHEM110, SSI1176, IPE201, SSI1172, SSI1165, PG103
128, HIST230, SSI1134, MATH180, PG103, COMM170, PHYS205, SPAN101, BIOL111
129, MATH180, CLSC211, SSI1141, SOAN202, BUS101, JAPN101, MATH160, ECON170
130, MATH180, PG103, SSI1128, PG104, SPAN101, SSI1165, CSCI161, FREN101
131, SSI1144, PG103, SSI1181, GERM101, SOAN101, PG101, COMM170, ECON170
132, BIOL111, SPAN101, SPAN201, COMM170, SPAN210, MUS101, GEOL101, CHEM110
133, PHIL224, FREN101, SOAN101, COMM181, MATH180, COMM170, SSI1175, PSYC101
134, SSI1181, MATH181, HIST291, HIST230, JAPN101, BIOL111, CWLT100, STS201
135, GERM101, PG102, LAT101, SOAN101, MATH180, FREN201, SSI1160, BIOL111
136, FREN201, SSI1195, MATH160, OT101, ARTS147, BUS101, SSI1141, MATH180
137, ECON170, MUS235, SSI1134, BIOL111, LAS100, MATH280, SSI1186, IPE201
138, SSI1138, FREN201, ECON170, BIOL111, REL212, FREN101, PHYS109, MUS105
139, COMM170, SSI1174, OT101, BIOL111, REL204, SSI1138, PG104, MATH160
140, SSI1160, IPE201, SSI1177, SPAN201, PG103, PHYS121, BUS101, REL204
141, MATH181, CHIN101, GERM101, PG103, SSI1172, CHEM115, HIST153, SSI1186
142, BIOL112, MATH110, BIOL111, SSI1108, SSI1139, LTS200, MATH160, MATH280
143, ARTS101, HIST153, COMM170, LAS100, BIOL112, IPE201, MATH160, SSI1118
144, PHIL281, SOAN101, OT101, BIOL111, SSI1134, PSYC101, GERM101, SSI1195
145, PG103, SSI1128, IPE201, PG101, SSI1117, LTS200, ECON170, MATH180
146, GQS291, AFAM101, ECON170, SSI1118, ARTS101, LAT101, IPE201, MATH160
147, IPE201, PG102, PHIL281, SSI1104, SSI1128, GEOL101, SSI1134, MATH160
148, MATH180, BIOL101, IPE201, SSI1179, CWLT100, SSI1160, BUS101, CLSC211
149, PHIL101, SPAN300, SSI1181, CHEM110, AFAM210, SSI1172, MUS126, ECON170
150, MUS101, MATH181, FREN101, ECON170, BIOL112, IPE191, MATH160, SSI1138
151, CHIN101, SSI1128, COMM181, MATH290, MUS230, MATH180, JAPN101, MATH160
152, PHIL281, MATH160, SSI1179, BIOL112, MUS101, BUS101, CHIN101, COMM181
153, SSI1138, CHEM110, PSYC101, SSI1190, SOAN101, SSI1108, CWLT100, SSI1179
154, SPAN101, SSI1138, SSI1186, SSI1171, SSI1104, LAS100, SSI1141, REL211
155, MUS235, BIOL111, CHEM110, MATH181, BUS101, SSI1138, SSI1134, FREN201
156, MATH180, SSI1177, SSI1141, ECON170, PG104, PHIL281, CHEM115, MATH160
157, MATH180, SSI1177, CHEM110, SPAN101, SPAN201, SOAN102, PG102, ECON170
158, MATH160, SPAN204, SSI1108, SSI1112, REL201, ECON170, FREN201, PG104
159, PHIL101, SSI1124, SSI1171, COMM181, MATH160, CHEM110, SPAN101, ECON170
160, GEOL101, SSI1141, MATH260, SPAN101, SSI1179, SSI1108, IPE201, SSI1165
161, BIOL111, CWLT100, SOAN101, FREN201, SSI1144, PG102, MATH160, CHEM110
162, SPAN101, SSI1129, PG103, GEOL101, SSI1174, SSI1175, SSI1165, MATH280
163, MATH160, MATH180, CHIN101, CHEM110, SSI1108, MUS101, CLSC231, ECON170
164, IPE191, ECON170, PHIL101, PG102, SPAN201, SSI1195, CHEM110, SSI1118
165, SOAN295, CHEM110, SSI1138, MATH180, ECON170, SSI1141, SSI1128, MUS101
166, JAPN301, BUS101, SSI1187, PHYS121, PSYC101, SPAN204, CHEM110, SSI1144
167, PHYS121, SOAN101, FREN101, SPAN201, REL211, CHEM110, SSI1141, BIOL112
168, CWLT100, SSI1129, LTS200, PG103, MUS101, CHEM110, SSI1181, ARAB101
169, ECON170, SSI1138, PG104, MATH180, SSI1190, HIST230, SPAN101, SSI1179
170, SSI1128, SSI1186, MATH160, ENGL220, BUS101, PG101, ECON170, SPAN101
171, CSCI261, MATH160, SSI1117, SSI1144, SPAN101, SSI1174, SSI1179, MUS103
172, MATH160, PG102, SSI1134, SSI1195, LAT101, SSI1117, ENGL212, HIST153
173, ECON170, MUS101, MATH280, LAT101, SSI1134, BIOL112, PSYC225, SPAN101
174, SSI1129, ECON170, PG101, IPE201, BUS101, SSI1128, CHEM250, CHEM110
175, SPAN201, SSI1171, SSI1118, MATH160, GERM101, SOAN101, PHIL101, SSI1135
176, SSI1175, SPAN101, REL211, ARTS101, SSI1179, SSI1108, FREN201, ECON170
177, MATH160, PG102, CSCI161, REL204, PHIL281, SSI1138, SPAN101, SSI1118
178, SSI1138, PG103, MUS101, SPAN101, HIST153, SSI1175, MATH160, SOAN101
179, CHIN101, CHEM110, PG103, MATH180, ECON170, SSI1176, SSI1138, AFAM101
180, MATH160, CWLT100, SSI1139, MUS101, ARTH275, SSI1179, CHEM110, AFAM101
181, SSI1177, ENGL212, FREN101, SSI1138, GERM201, GEOL101, SSI1134, HIST230
182, CHEM110, SSI1175, MUS103, JAPN301, PG101, SPAN201, COMM181, LTS200
183, PHYS121, SPAN201, CHEM110, CSCI161, SSI1108, SSI1118, FREN101, SSI1138
184, MATH180, SSI1141, OT101, PSYC101, MUS103, ECON170, SSI1118, PHIL101
185, ARTS101, SSI1172, MATH160, CHEM110, GERM101, PHYS121, SOAN101, MATH180
186, GERM101, MUS101, OT101, CHEM115, SPAN201, PG103, FREN210, MATH180
187, GEOL101, COMM170, PHIL224, SSI1118, CHEM110, LTS200, SSI1138, SSI1195
188, CHEM110, SSI1112, MATH280, SSI1190, SSI1179, SPAN201, SSI1160, FREN201
189, SSI1187, SSI1108, CHEM110, SSI1165, LTS200, SPAN201, LAT101, SSI1134
190, PHYS121, SSI1117, ECON170, IPE201, CHEM115, MUS101, SSI1129, SSI1138
191, BIOL112, SSI1141, PG101, MUS230, CHEM110, MATH160, ARAB101, SSI1172
192, SSI1172, SSI1175, PG101, MATH160, GEOL101, MATH280, SSI1124, BIOL112
193, ECON170, PHIL228, CHEM110, ARAB101, FREN101, SSI1104, COMM181, GRK101
194, MUS103, SSI1124, SSI1135, SSI1144, SSI1141, MATH181, SSI1195, ENGL212
195, CHEM110, CSCI161, MATH181, CHIN101, MATH160, SSI1128, SPAN203, FREN210
196, MATH160, GERM101, PSYC101, CHEM115, JAPN101, SSI1138, FREN101, CHEM110
197, SSI1134, SPAN101, PSYC101, GEOL101, CHEM110, ECON170, MATH160, MATH180
198, CHEM110, BUS101, SSI1175, HIST230, SOAN101, SSI1104, SSI1141, ECON170
199, HIST153, GEOL101, SPAN203, BIOL111, SSI1118, GQS201, SSI1186, ENGL199
200, SSI1135, JAPN101, HIST230, SSI1117, LAT101, MUS126, MATH160, SSI1138
201, REL204, SSI1160, PG101, LTS200, GEOL101, MATH180, MATH160, MUS126
202, SSI1141, GEOL101, HIST224, PHIL101, SSI1175, LAT101, CHEM110, MATH160
203, SSI1128, AFAM101, SPAN101, ENGL212, MATH160, PG103, BIOL111, SSI1115
204, IPE201, SSI1135, SPAN101, GERM101, ARTH276, SOAN101, MATH160, SSI1172
205, SPAN101, CHEM110, SSI1115, MATH180, BIOL111, SSI1117, SSI1141, GEOL101
206, MUS101, SSI1190, REL211, SSI1179, SSI1135, SSI1115, MATH260, SPAN101
207, SSI1160, CHIN101, SSI1141, BIOL111, SSI1139, SPAN203, SOAN202, PG104
208, PHIL101, MATH180, SSI1175, CHEM110, SSI1138, MATH280, GERM201, PG102
209, FREN101, PG104, BIOL111, CHEM115, SSI1172, CHEM110, SSI1141, SOAN101
210, BIOL111, ARTS101, SPAN300, CHEM110, LAS100, SSI1195, SPAN201, SSI1176
211, ARTH276, REL202, AFAM210, CLSC231, PG104, SSI1134, JAPN101, MATH180
212, SSI1179, BIOL111, SSI1117, SSI1139, MATH160, SSI1165, PG102, SSI1176
213, SSI1104, IPE201, SPAN201, SSI1179, SSI1129, MATH160, MUS126, CLSC211
214, CHEM110, HIST102, SPAN101, LAS100, CWLT100, SSI1138, OT101, PHYS111
215, REL211, SSI1115, SSI1141, SSI1139, ALC225, CHEM110, SSI1174, SSI1195
216, PHYS121, ENGL245, IPE201, CHEM110, MATH180, SSI1129, SSI1124, MATH160
217, MATH180, SSI1138, PG103, MUS101, SSI1115, GEOL101, MATH160, BIOL111
218, SSI1195, FREN101, SSI1177, CHEM110, MUS101, SSI1124, SSI1128, PHYS121
219, PSYC101, CWLT100, MUS103, HIST291, SSI1165, CHEM115, SSI1128, SPAN201
220, CHEM110, SSI1115, PG101, BIOL111, SSI1175, SSI1187, ENGL212, MUS101
221, AFAM101, HIST102, SPAN204, GERM201, SSI1187, SPAN201, MATH160, CHIN101
222, SSI1112, SSI1165, ECON170, MATH180, PHYS121, SPAN101, SSI1195, CHEM110
223, SSI1172, LAT101, FREN101, MATH160, IPE201, MUS101, PHYS121, GERM101
224, ENVR101, SSI1172, SSI1104, SSI1138, SSI1176, SOAN101, PSYC101, CHEM110
225, SPAN300, ENGL212, MATH180, BUS101, GQS201, SSI1117, SSI1112, SPAN201
226, ECON170, SSI1104, REL201, SSI1187, PG101, MATH160, SPAN300, SSI1144
227, ALC225, REL211, SSI1138, PG104, SPAN300, SSI1160, SSI1112, SSI1129
228, SSI1129, REL211, GERM101, SSI1195, MATH160, SSI1165, SSI1118, ECON170
229, MUS101, SSI1138, AFAM210, ECON170, CHEM110, FREN201, MUS103, PG101
230, PHYS121, SSI1118, BUS101, ENVR101, BIOL111, CLSC211, PSYC101, CHEM110
231, SSI1118, COMM170, MUS103, SSI1172, PHIL101, ECON170, SPAN201, SSI1144
232, CHEM110, SOAN101, SPAN204, SPAN101, MATH180, IPE201, OT101, SSI1118
233, MATH180, PG103, REL204, SSI1135, CHEM110, PHIL281, CHEM115, SSI1117
234, IPE201, ARAB101, PSYC101, IPE191, SSI1175, LAS100, SSI1138, BIOL111
235, PHYS121, SSI1104, SSI1134, HIST153, CHEM110, SPAN203, SPAN101, BIOL111
236, CLSC231, SPAN201, SSI1104, BIOL111, PG103, CHEM110, SSI1160, PG101
237, FREN101, BIOL111, SSI1177, COMM156, PG102, PG103, SSI1128, IPE191
238, SSI1174, GERM101, SSI1144, SSI1135, CHEM110, SSI1138, SSI1141, SSI1112
239, SSI1129, PG101, SSI1112, ECON170, PG104, SPAN201, SSI1104, SSI1138
240, HIST153, CWLT100, SSI1118, SSI1187, SSI1195, SSI1128, ECON170, MUS103
241, PG101, ECON170, HIST230, MATH180, CSCI161, SSI1195, SSI1128, ENGL212
242, COMM156, ECON170, REL201, CHEM110, SSI1104, ENGL245, AFAM210, BIOL112
243, BUS101, PHIL101, SSI1187, STS201, ENVR101, OT101, SSI1165, MATH160
244, FREN201, SSI1141, CSCI161, SSI1129, FREN240, LAT201, SSI1176, CHEM110
245, MUS101, PSYC101, SPAN201, SSI1124, PHYS121, SOAN101, SSI1112, MUS205
246, SSI1139, MATH160, MUS101, PSYC101, CHEM115, SSI1186, GERM101, PG104
247, CHEM110, SSI1176, PSYC101, LAS100, BIOL111, SPAN201, FREN201, GERM201
248, SSI1138, HIST153, CHEM110, REL212, SPAN201, MATH180, MATH160, BIOL112
249, SSI1144, BIOL111, CHEM110, SSI1179, SPAN201, MATH280, SSI1174, SPAN300
250, MUS101, SPAN201, ENGL212, SSI1104, SSI1138, SPAN204, ENGL199, PSYC101
251, ARTH275, SSI1134, SPAN201, PSYC101, BUS101, CHEM110, CLSC211, HIST291
252, SPAN201, SSI1118, ARTH276, SSI1134, PHIL101, REL202, GQS201, MUS105
253, COMM292, SOAN101, CLSC211, BIOL111, BIOL112, PSYC101, CHEM115, HIST153
254, SSI1187, MATH290, MATH160, PG101, GEOL101, CHEM110, CHEM115, REL204
255, MATH160, SSI1128, PG103, CHEM110, BIOL111, SSI1160, CHEM115, ENGL245
256, MUS101, SSI1190, SSI1165, MATH180, SSI1104, PG103, SSI1124, SPAN201
257, SSI1139, SSI1186, CHEM110, SSI1117, LAT101, IPE201, SSI1124, ARTS147
258, IPE201, SPAN201, COMM181, CHEM110, BIOL111, CHIN101, MUS205, SSI1179
259, CHEM115, CHIN101, SSI1138, SSI1134, SSI1141, SPAN203, HIST291, FREN101
260, MUS101, MATH160, REL204, LTS200, CHEM110, IPE191, SSI1118, PSYC101
261, SSI1179, BIOL111, SSI1172, SSI1171, SPAN201, PG101, ECON170, MATH160
262, SSI1134, CWLT100, ARTH276, IPE201, PSYC265, ECON170, CHEM110, MATH160
263, PG101, AFAM101, IPE201, SSI1138, MATH160, ECON170, PG103, REL211
264, SPAN201, ECON170, SSI1135, HIST230, SSI1124, GQS291, SSI1165, MUS105
265, SOAN101, CLSC211, BIOL111, GEOL101, ECON170, CSCI161, SSI1187, PHYS121
266, SPAN300, ECON170, FREN201, SPAN201, BUS101, COMM170, MATH160, CSCI161
267, ECON170, HIST153, IPE201, PHIL101, SSI1177, FREN240, SSI1141, CHEM110
268, CWLT100, PSYC101, SSI1134, SSI1195, CHEM110, CSCI161, SOAN101, CHIN201
269, CHEM110, SSI1174, SSI1104, MUS103, SSI1172, PG101, SSI1117, PG103
270, SOAN101, SSI1172, MATH160, PHYS121, ECON170, SSI1139, SPAN101, SSI1195
271, CHEM115, MUS101, CSCI161, BUS101, MATH180, OT101, MATH181, SSI1117
272, SSI1141, SSI1172, CHEM110, IPE201, HIST291, SSI1115, ECON170, SOAN101
273, MUS101, MATH180, MUS103, ECON170, BIOL112, GERM101, COMM170, SSI1118
274, ARTH276, SSI1112, CHEM110, SSI1117, FREN201, PG104, PHYS121, MATH160
275, COMM181, MATH260, SSI1165, AFAM210, PG101, SSI1186, ENGL227, CHEM115
276, OT101, ARAB101, SSI1141, PHYS109, CHEM110, SPAN101, SSI1165, MATH160
277, SSI1160, CHEM110, SOAN101, PG104, MATH180, SSI1171, MATH160, SSI1128
278, SSI1195, AFAM210, SSI1112, SSI1141, SSI1115, SSI1160, MATH180, PG101
279, ARTS147, SPAN101, SPAN203, SSI1115, SSI1138, HIST153, PHYS121, CHEM110
280, COMM181, SPAN201, SPAN204, CHEM110, SSI1128, SSI1138, SSI1124, SSI1179
281, MATH180, SSI1186, CHEM110, CSCI161, SPAN201, SSI1112, SSI1165, MATH181
282, SSI1104, JAPN101, CHEM110, SSI1117, SPAN204, PG104, PHIL101, SSI1141
283, PG102, CHEM110, SSI1175, CHEM115, PG101, HIST291, HIST153, MATH160
284, SSI1174, MATH160, ARTS147, SSI1195, SPAN201, IPE191, MUS101, PG103
285, PHIL101, SSI1118, SSI1138, LAS100, SPAN201, CHEM110, SSI1135, CHEM115
286, SSI1118, HIST153, BUS101, SSI1129, PHIL101, SSI1138, PG101, PHYS121
287, FREN201, CHEM110, SSI1135, CHEM115, GERM101, SPAN204, HIST102, SSI1141
288, FREN101, SOAN101, ECON170, JAPN301, ENGL212, SOAN102, SPAN201, SSI1118
289, FREN101, LAT101, CHEM110, REL234, CSCI161, SSI1181, MATH180, ECON170
290, SSI1108, CSCI161, MUS235, BUS101, PSYC101, ECON170, SSI1195, SSI1165
291, CHEM110, BIOL111, MATH280, MUS101, SPAN201, IPE191, ENGL245, SOAN101
292, SSI1190, HIST153, SSI1160, SPAN101, ARTS102, SSI1128, SSI1175, CHEM110
293, SSI1138, MATH180, CHIN101, SSI1190, FREN101, SSI1129, CHEM110, LAT101
294, ECON170, SOAN102, MATH181, SSI1138, HIST102, MUS101, BUS101, REL211
295, PG104, SSI1118, ARAB101, SSI1117, SSI1179, CHEM110, PG102, CHEM115
296, BIOL111, SSI1108, MUS101, ECON170, SSI1117, SSI1175, SSI1176, SSI1174
297, LAT101, SPAN201, REL211, SSI1165, BIOL112, SSI1195, SSI1171, CSCI161
298, AFAM101, CHIN101, CWLT100, MATH160, LAT101, SSI1104, CHEM110, SSI1144
299, MATH180, HIST224, SPAN101, MATH181, PHIL101, IPE201, OT101, GEOL101
300, PG104, SSI1117, CHEM110, PG103, SSI1135, MUS101, ECON170, SSI1176
