6732902, SPAN201, ARAB201, CHEM110, GERM101, LTS200, PSYC101
6975509, MATH160, CHIN101, SOAN102, MUS126, SOAN101, ARAB101
6733030, CHIN101, ARTS101, ARTS102, PG101, CLSC211, ECON170
6734054, CHEM110, ECON170, GERM101, CHEM250, REL212, STS201
6830314, SOAN101, CHEM110, MATH180, GEOL101, ECON170, FREN201
7167209, CLSC211, PG103, MATH180, MATH160, SPAN201, CHEM250
6738144, BIOL111, MATH160, JAPN101, PG103, CLSC211, PSYC265
7165162, BIOL111, SPAN101, FREN240, JAPN101, STS201, CHEM115
7163108, HIST153, CHEM115, SPAN201, CHEM110, PG103, ENVR101
6733034, ECON170, CHEM110, HIST153, PSYC101, GQS201, BIOL111
6862052, GEOL101, MUS126, MATH110, BIOL112, CHEM110, SPAN201
2493618, BIOL111, LTS200, ARTH276, SPAN101, PHIL101, PG101
6831357, SOAN101, PG102, PG101, SPAN201, MATH160, ENGL212
7168248, SPAN101, COMM170, COMM181, CHEM110, BUS101, REL234
7165178, GQS201, OT101, MATH180, FREN101, SPAN201, MATH160
6865138, SPAN101, HIST224, CHEM110, BUS101, LAT101, MUS103
7168246, HIST153, HIST102, SOAN101, CHEM110, MATH160, PHYS121
7168241, CHEM110, PSYC101, MUS103, AFAM210, ENGL212, FREN201
6841589, IPE201, CHEM115, MUS101, FREN210, COMM181, PG104
6864117, PG104, CHEM110, JAPN201, JAPN101, MATH180, BIOL111
7165128, MATH160, BUS101, REL204, LAS100, SPAN203, MATH180
7168200, ECON170, SPAN204, PG103, CHEM115, MATH160, PHYS121
6734016, BIOL111, PG101, SOAN101, MUS101, CHEM110, AFAM210
6731969, BUS101, PHIL224, BIOL111, FREN101, LTS200, MATH180
6964418, FREN201, CLSC211, PSYC101, CHEM110, REL204, MATH160
6736077, MATH180, SPAN101, CHEM115, IPE201, MATH160, PG103
7167174, ENGL212, BIOL111, CHEM110, MATH180, MATH160, CHIN201
7170242, ECON170, CHEM110, LAT101, BIOL111, PSYC101, SOAN101
6820056, ECON170, FREN201, SOAN101, MATH160, THAI101, MATH181
7170269, PSYC101, MUS205, CSCI161, LTS200, PG101, IPE201
6734036, MATH160, IPE201, PSYC101, LAS100, PG104, MATH260
6829277, CHEM110, ECON170, MATH160, MUS103, SPAN101, PG103
6926556, CSCI161, CHEM110, GEOL101, PSYC101, REL204, LAT101
7170264, PG103, SPAN201, SOAN101, MATH160, SPAN101, BIOL111
6798544, PG102, ARAB101, COMM156, FREN201, BUS101, PG101
7162074, MATH180, ECON170, CLSC231, MATH160, ARTS147, PG103
7168213, PSYC101, SOAN202, HIST153, GERM101, COMM181, MUS103
6830293, BIOL111, OT101, SOAN101, COMM181, SPAN203, LTS200
6731992, IPE201, CHEM110, CLSC231, SOAN101, AFAM101, CSCI161
6752473, PG101, MUS101, ENGL199, ARTH276, IPE191, AFAM101
6733017, COMM292, FREN101, GERM201, SPAN300, REL204, SPAN101
7163052, COMM181, STS201, CHEM110, JAPN101, SPAN101, IPE191
6792352, PSYC101, AFAM101, PHYS121, HIST153, FREN240, LTS200
7163050, PSYC101, OT101, SPAN300, MATH160, ARTH276, BIOL111
7168165, AFAM101, GQS201, SPAN201, CHEM110, MATH180, PHYS121
6797486, BUS101, PG101, HIST230, ENGL199, SPAN201, GEOL101
6939808, ENVR101, LAS100, PHIL224, ECON170, CHEM115, CHEM110
7168166, BIOL111, HIST153, ENGL212, GQS201, BIOL112, PHIL228
7168188, MATH160, CHEM110, SPAN101, MUS101, CHEM115, PSYC101
6739125, PG103, GERM101, ENGL199, CSCI161, MATH180, ENGL212
6731954, PHYS121, MATH160, SOAN101, ENGL199, MATH280, ECON170
6831293, ECON170, PHIL101, CHEM115, ARTH276, MUS101, SPAN101
6739120, HIST102, ECON170, ENGL212, MATH160, CHEM110, CLSC231
6808766, SPAN101, MUS105, AFAM101, ECON170, ENGL212, FREN201
6881461, GERM101, ECON170, PHIL228, REL204, SPAN204, OT101
6831286, CHEM110, HIST153, MATH180, GEOL101, SOAN101, CHEM115
2489594, FREN240, CHEM110, CHEM115, MATH180, ECON170, MUS101
6773944, CHIN101, CHEM110, ARTS101, MATH160, ECON170, MATH290
7115916, SPAN203, FREN240, LAS100, PG102, LTS200, PG103
6740100, SPAN101, FREN201, GERM101, COMM170, MATH180, CWLT100
6753412, MATH180, BIOL111, CHEM110, HIST230, GEOL101, LAS100
6732930, PSYC101, ARAB101, BIOL111, ARTH276, PG103, HIST230
2489536, CHEM110, PG103, CHEM250, BIOL111, MUS126, CSCI161
7161994, REL201, SPAN201, ECON170, ENVR101, CLSC211, CHEM115
7167114, FREN101, PG102, ECON170, IPE191, MUS101, SPAN101
7168132, PSYC101, BUS101, CLSC211, MATH280, SPAN210, PG101
7164033, SOAN101, CHEM250, PG104, MUS101, CHIN101, LAT101
7170178, PG102, CHEM110, ECON170, COMM170, ARAB101, IPE201
6978714, PG104, ARTH276, MUS103, ARTS147, SPAN101, CHEM110
6868124, CHEM110, ECON170, ARAB101, SPAN300, HIST230, MUS101
6963358, CHEM115, MATH160, FREN201, BIOL111, PHIL281, MATH290
6831262, BIOL112, CHEM115, MATH160, SPAN203, REL201, PHYS121
6785168, SOAN101, COMM181, SPAN101, FREN201, MATH290, ECON170
6730910, GEOL101, HIST291, LAT101, ENGL212, PG101, FREN101
7162005, OT101, SOAN101, JAPN101, PG103, CHEM110, ECON170
6815889, SOAN101, PG103, PG104, ENGL212, ARTS101, CHEM110
6749340, PG101, MATH160, COMM181, MUS105, CHEM110, BIOL111
7167126, MATH180, SPAN201, CHEM110, COMM156, BIOL111, IPE201
6739098, FREN101, COMM181, MATH180, FREN210, CHEM110, BIOL112
6830228, GERM101, ENGL227, MATH180, THTR217, CHEM110, PG103
6728037, BIOL111, CHEM110, JAPN101, CHEM115, GEOL101, SPAN101
7165289, PG101, COMM181, CHEM110, HIST102, MATH181, BIOL111
7162216, MATH160, PHIL101, HIST224, MATH180, ENGL212, FREN201
6732129, HIST230, CSCI161, ARTH276, CHEM110, HIST102, MATH160
6995309, PG103, REL211, ARTS147, OT101, REL201, ENGL212
6735214, CHEM110, ECON170, MATH160, SPAN201, HIST291, PSYC225
6870368, CHIN101, ARTS147, MATH181, ECON170, PHYS121, FREN201
7115108, SPAN201, CHIN201, CSCI161, SPAN300, ECON170, PHYS121
7170404, MATH181, CHEM110, PHYS121, GERM101, SPAN201, PG103
6730092, ECON170, MATH160, ARAB101, PG102, MATH180, COMM181
6732150, MATH181, COMM170, MATH280, CHEM115, CHIN101, GEOL101
6735222, CSCI161, FREN240, ECON170, CHEM110, MUS103, MATH160
6737269, MATH260, CHIN101, MATH160, PHIL101, PHIL215, LAS100
7162233, GERM101, HIST230, AFAM210, PG103, IPE201, REL212
6730097, CHEM110, MATH160, JAPN101, PG104, CSCI161, SPAN101
6955389, MATH160, MATH180, IPE201, SOAN101, CHEM110, MUS103
6747518, HIST153, MATH180, CHEM110, SPAN201, PG103, MATH181
6831473, CHEM110, BIOL111, MUS101, ENGL212, SPAN101, REL212
7165300, PG102, PG104, BIOL111, PG103, MUS105, GEOL101
7170422, ARTS101, LAT101, SPAN101, ECON170, CHEM110, FREN201
7165297, ENGL212, CHIN101, SPAN101, ECON170, THAI101, CHEM110
7168368, MATH180, LAS100, BIOL112, HIST153, ECON170, PG101
6983029, CWLT100, PG101, FREN201, ECON170, SPAN101, PG102
7165298, ALC225, PHYS121, FREN201, HIST224, ECON170, ARTH276
7109966, LAS100, SPAN203, SPAN101, MATH160, HIST153, PG103
6757700, COMM181, SPAN101, PHIL224, CHEM115, MATH180, PSYC101
6786372, CWLT100, PHIL215, SPAN203, BIOL111, CHEM110, PG104
6963529, GERM101, ENGL199, MATH160, CHEM110, BIOL111, SPAN203
6834509, SPAN201, MATH180, CHEM110, GEOL101, MATH260, PG104
7165256, CSCI161, MATH180, PG104, HIST102, SPAN101, CHEM110
7172424, SPAN201, CHEM110, MUS103, GQS201, SOAN202, PHYS121
7165258, CLSC231, IPE201, SPAN201, AFAM101, MUS101, STS201
7168330, REL204, COMM292, SPAN201, CHEM115, CHEM110, MATH180
1499454, MUS101, MATH181, IPE201, GQS201, ECON170, GERM201
6830400, MATH180, CHEM110, PSYC101, PHIL101, ENGL245, STS201
6821185, GEOL101, ARTS147, FREN101, BIOL111, LTS200, AFAM101
2491658, SPAN101, PG104, ECON170, AFAM210, PSYC101, SOAN102
6736201, MATH160, PSYC101, ECON170, MATH181, CHIN101, HIST230
7168322, PHYS121, BIOL112, MATH160, SPAN201, CHEM110, SOAN101
6757718, PHIL228, IPE201, ENGL199, SPAN201, CHEM110, IPE191
6830425, BUS101, REL204, SPAN201, MUS105, CLSC211, SPAN101
6830429, PHYS121, CHEM110, LAT101, MUS103, HIST230, SPAN101
6737246, SPAN101, BIOL111, MATH260, MATH160, ENGL212, AFAM101
6830416, SOAN101, PG102, PHIL215, CSCI161, MATH280, MATH180
6736220, SPAN201, PG103, MATH260, ARAB101, CHEM110, GERM101
6830418, MUS101, MATH160, FREN101, PHYS121, PHIL101, CHEM250
6831442, MATH160, PG103, CHEM110, MUS103, OT101, ENGL212
6733149, HIST153, CHEM110, PG103, THAI101, MATH280, ENGL199
7167313, GQS291, FREN201, ECON170, SPAN201, JAPN101, BIOL111
7172432, PG103, SPAN101, CHIN101, PHIL101, ENGL212, JAPN101
6733094, PHIL224, SPAN101, CLSC211, MATH180, PG103, CHEM110
6735142, FREN201, SPAN101, PG104, PG102, HIST102, ARTS101
6818089, PHYS121, HIST230, SPAN101, IPE201, MUS126, PG104
7125294, GEOL101, OT101, MATH160, REL211, SPAN300, PG101
7172398, SPAN101, JAPN301, SPAN201, REL201, MATH180, PHIL229
6736170, MATH160, PG103, CHEM110, HIST153, MATH180, GEOL101
7168289, CHEM115, PG104, MATH160, MATH181, BIOL112, CHEM110
7170337, GERM101, SPAN201, FREN201, MATH160, ENGL212, OT101
7172385, PG103, CWLT100, COMM170, CHEM110, SOAN102, FREN240
7165244, PHIL101, MATH160, ECON170, HIST153, CHEM115, REL211
6837562, CHEM110, BIOL111, GERM101, ENGL212, BIOL112, MATH180
6870332, LTS200, BIOL111, ECON170, MATH180, PG103, MATH160
7162165, ECON170, HIST291, CWLT100, AFAM210, PSYC101, PG103
6736188, SOAN101, CHEM115, GERM201, ENGL212, MATH160, CHEM110
7165233, FREN201, ECON170, IPE191, PHIL101, MUS126, ENGL212
6831413, SPAN204, PG102, PSYC101, ARAB101, GRK101, ARTS101
6757689, PSYC101, SPAN201, GERM101, MUS235, PHIL281, ECON170
6730041, IPE201, SPAN101, LAS100, SOAN101, PHIL224, PG103
6980917, GERM101, PHIL101, IPE201, HIST102, REL212, SPAN204
7165234, SPAN101, CSCI161, FREN101, FREN240, ECON170, CHEM115
6732038, CHEM115, MUS101, ENVR101, PG101, MATH160, COMM170
6838538, MATH280, MATH160, CHEM110, PSYC101, GQS201, LAS100
7163144, SPAN201, ENGL212, LAT101, CHEM110, THTR215, MUS101
7168264, PHIL101, MUS103, FREN210, MUS101, PSYC101, BIOL111
6818062, HIST291, BIOL111, CHIN101, FREN201, HIST230, MATH180
6734092, HIST153, CWLT100, PSYC101, MUS126, JAPN101, MATH160
6887682, HIST153, REL201, FREN201, OT101, JAPN101, ARTS101
7167232, PSYC225, PG101, CHEM115, COMM181, MATH160, ECON170
6732054, CHEM115, PG104, JAPN101, CWLT100, LAT101, HIST230
7165213, CHEM110, SOAN101, HIST224, FREN101, BIOL111, FREN201
6833433, ARTS101, PHYS121, SPAN300, REL204, CHEM110, BIOL111
7165214, CHEM110, BIOL111, PG103, LTS200, HIST245, HIST291
7168281, PHIL101, COMM181, HIST153, MUS101, GERM101, COMM170
2492752, SPAN101, CHEM110, MATH160, ENGL199, ECON170, PHIL101
6752529, FREN210, CSCI161, CHEM110, GEOL101, HIST230, AFAM101
6817054, MATH160, IPE201, CHEM110, ENGL220, PG101, BUS101
6831390, ENGL220, CWLT100, PG104, IPE201, SPAN201, MATH110
6831381, ECON170, SPAN203, COMM170, ENGL212, CHEM110, PHIL215
6871317, HIST230, MUS101, ECON170, CHEM110, OT101, MATH180
7172368, PG103, BIOL111, SPAN201, PHYS121, PHIL101, FREN201
2495833, PG103, MATH180, CHEM110, ARTS101, SOAN102, ECON170
7165202, LAT101, OT101, FREN201, PHIL101, CHEM110, CHEM115
6730214, CWLT100, MATH180, BIOL111, FREN201, PG101, CHEM110
6809060, PHIL101, MATH290, SOAN101, ECON170, SPAN201, MUS105
7168490, MATH181, CWLT100, MATH290, ARTH276, ECON170, MUS101
6995426, CLSC211, PHYS121, OT101, PG101, PG103, FREN201
7115238, SPAN300, MATH180, SPAN201, PG101, FREN201, SPAN101
6773228, MATH160, CHEM110, REL212, IPE201, ALC225, BIOL111
6731242, REL201, COMM181, ARAB101, MATH180, IPE201, PG102
7115232, SOAN101, PG102, SPAN300, CHEM110, MATH260, OT101
6740456, HIST102, SOAN101, PSYC101, CSCI161, MUS235, BIOL112
6734313, BIOL111, CHEM110, ARAB101, JAPN101, MATH280, PHIL101
6732278, MUS103, CSCI161, PG101, CHEM110, GERM101, BIOL111
7166461, IPE201, CLSC211, MUS103, ARTS147, ECON170, MATH280
7124474, CHEM110, MATH160, MATH180, PSYC101, ECON170, SPAN101
6769136, CHEM110, BIOL111, SPAN203, ARTH276, SPAN300, HIST153
7124469, SPAN201, COMM170, MATH181, REL211, IPE191, PSYC101
6832628, REL211, BIOL111, COMM170, MUS103, CHEM110, GEOL101
7165424, MUS101, COMM170, MATH180, CHEM110, MATH280, SPAN201
6736377, CHEM115, CHEM110, REL204, MATH160, MUS103, PG101
7115214, CHEM110, SPAN101, SPAN201, ECON170, CHIN101, MATH160
6734277, FREN201, ECON170, HIST153, PG103, LAS100, MUS103
6952393, ECON170, CHEM115, MUS126, IPE201, SPAN101, ENGL212
6737346, ECON170, COMM181, BUS101, SPAN101, MUS103, HIST102
6788546, JAPN101, HIST102, PG101, GERM101, FREN101, THAI101
7168456, HIST102, ECON170, SPAN201, BIOL112, PG103, GERM101
2497934, JAPN101, HIST291, MATH180, IPE201, MATH160, CWLT100
7109061, THTR215, PHIL229, ENGL199, PHYS109, SPAN201, BIOL111
7165380, PHIL101, CHEM110, MATH180, GERM201, REL201, SPAN101
6743498, MATH180, SPAN201, PHIL101, ENGL199, MATH280, GERM101
6884804, GQS201, ECON170, ARAB101, CHEM110, BUS101, MATH180
6737352, HIST230, BIOL111, CHEM110, REL204, FREN201, GEOL101
6875590, MUS101, BUS101, MATH160, GERM101, MATH180, PHYS121
7165406, PG102, MUS101, OT101, CHEM110, GEOL101, FREN101
7162329, CHEM110, CHIN201, AFAM101, PG101, MATH181, FREN201
7165401, MUS101, CWLT100, PG104, CLSC211, HIST245, CHEM110
7136729, SPAN201, CHEM115, MATH180, GERM201, IPE201, AFAM101
7170520, OT101, CWLT100, HIST102, ARTS147, ECON170, COMM170
6730193, MATH160, PG103, MATH180, FREN201, SPAN201, CSCI161
7165402, PG103, BIOL111, LAT201, CHEM110, SPAN201, ECON170
6820304, PSYC101, PHIL224, REL204, SPAN101, PHYS121, LTS200
7124436, CHEM110, FREN240, IPE201, JAPN201, MUS103, HIST291
6874578, SPAN101, PHIL101, MATH160, PHIL224, PG102, PG101
6957520, MATH160, PG104, PG103, BIOL111, MATH280, ECON170
6739421, ECON170, MUS103, SPAN101, PG102, PSYC101, FREN201
2490778, CHEM115, MATH181, HIST153, REL201, BIOL112, GERM101
6732250, MATH181, IPE201, THTR215, ECON170, MATH180, CHEM110
7162321, MATH180, IPE191, SPAN201, CHEM110, MATH181, BIOL112
6734296, SPAN101, GERM101, MATH160, PHYS121, CHEM110, JAPN101
6740440, CHEM110, MATH180, MUS126, BIOL111, LAT101, MATH280
7162322, GERM201, ECON170, MATH160, ENGL199, PG101, PHYS109
6739366, SOAN101, SPAN101, PHIL101, COMM170, MATH181, SOAN202
7170477, IPE201, ENGL212, CHEM110, FREN101, MUS235, MUS101
6925736, SPAN101, MATH160, ECON170, ARTS147, IPE201, BIOL112
7169452, MATH180, MUS101, CHIN101, MATH260, MATH110, SPAN204
6831530, SPAN101, HIST102, MATH181, SPAN204, PG102, ECON170
6728098, SPAN203, HIST230, ALC225, CHEM110, SPAN201, GQS201
6831533, AFAM101, PSYC101, SPAN203, CHEM110, SOAN101, SPAN101
7170472, ARAB101, LAS100, MATH110, SOAN101, PHYS121, CLSC211
6821280, PHYS121, HIST230, BIOL111, GQS201, SPAN201, MUS103
6925729, SPAN201, CHEM110, ARTH276, CSCI161, BUS101, ENGL235
7115172, COMM181, CHEM110, IPE201, LAT101, SPAN201, PHIL101
6737325, ECON170, GERM101, IPE201, ARAB101, MATH160, JAPN101
7170465, BIOL111, MUS103, HIST153, SOAN101, MATH160, GEOL101
7124413, PHYS109, ENGL212, PG102, ALC225, PHYS121, GEOL101
7166398, HIST224, REL204, BIOL111, CHEM115, HIST230, PG102
6834620, PG101, GERM101, PSYC101, COMM181, CHEM110, ECON170
7110072, PG104, SPAN101, ECON170, JAPN101, SPAN203, MUS103
7170489, SOAN101, BIOL112, LTS200, LAS100, MATH180, HIST224
6763954, MUS101, CHEM110, CHIN101, ECON170, PSYC101, PG101
6731185, PSYC101, PHIL224, BIOL112, OT101, PSYC265, MATH160
6759856, SPAN101, HIST245, MATH160, HIST153, AFAM101, GEOL101
7165370, MATH160, PSYC101, CSCI161, CHEM115, ARTS101, GEOL101
6733246, BUS101, IPE201, MATH181, PSYC101, MUS126, HIST291
7162293, FREN201, AFAM101, PHIL229, HIST102, BIOL111, ENVR101
7164340, MUS103, COMM170, PHYS121, CHEM110, MUS230, HIST230
7169460, ARTH276, CHEM115, MATH160, CHEM110, BIOL111, GERM101
6972848, OT101, MATH160, CHEM110, REL212, CHEM115, GQS201
7162289, PHIL101, FREN101, COMM170, PG103, ECON170, MATH160
7166349, COMM156, ECON170, MATH160, CSCI261, LAS100, CHEM110
7168396, STS201, CSCI161, SPAN210, MATH160, PSYC101, BIOL111
7170444, PHYS121, SOAN101, CHEM110, FREN101, HIST230, SPAN201
6745476, PHYS121, MATH181, JAPN101, PG101, GERM101, MATH160
6731138, FREN101, IPE201, MUS103, PG103, BIOL111, SPAN201
7162249, ENGL199, ECON170, CHIN101, PHYS121, SPAN101, GQS201
7165321, CWLT100, HIST153, PG103, CHEM110, SPAN201, MATH110
6733184, MATH160, COMM170, MATH180, ENGL234, GEOL101, PSYC101
6763918, PHYS121, FREN201, MUS101, CHEM110, MUS126, MATH181
7168388, MUS103, IPE201, PG101, CHEM110, FREN101, MUS126
6730122, SPAN204, CHEM110, PSYC101, CWLT100, OT101, ENGL245
6774153, REL204, MUS205, SOAN101, MATH160, GEOL101, COMM181
2491862, CHEM110, SOAN101, HIST153, JAPN101, ECON170, MATH160
6734230, LAT101, PHIL101, CHEM110, FREN201, PG102, PG103
7115166, MATH160, SPAN201, LAS100, MATH110, PHIL224, ECON170
6740382, MATH160, PHIL101, PSYC101, MUS101, PG103, PG101
6734236, CSCI161, ENVR101, CHEM110, PG102, BIOL111, HIST291
6830482, ENGL212, GQS201, MATH160, FREN210, ECON170, PSYC101
6797724, HIST230, ECON170, FREN210, MATH280, CHEM110, SOAN101
7149969, MUS103, CHEM115, IPE201, HIST102, CHEM110, BIOL111
7169425, ARTH276, SPAN204, HIST153, MATH180, HIST230, GERM201
7172497, PG103, PHYS109, SPAN101, MATH181, SPAN204, FREN101
6733209, SPAN300, GERM101, JAPN101, CHEM110, IPE201, FREN101
7166354, CHEM115, ECON170, CLSC211, PSYC101, SPAN101, GERM101
7124588, SOAN101, MATH180, MATH181, PG104, REL211, MATH290
6767206, MATH160, LTS200, PHIL228, SPAN201, MUS103, ECON170
6926952, LTS200, PHYS109, CHEM110, FREN240, ECON170, IPE191
7163500, PSYC101, GEOL101, MATH180, SPAN101, PG101, ALC225
7110254, HIST153, PG101, SPAN204, HIST230, MATH180, SOAN101
7164521, REL204, CHEM110, LAT101, MATH110, ECON170, SPAN203
7164520, SPAN101, MATH160, FREN201, CHEM110, LAS100, MATH180
7167588, GEOL101, CHEM110, ECON170, PHYS121, SPAN204, CSCI161
6767212, PG103, MATH180, MATH160, BIOL111, REL201, FREN201
7167585, MATH180, ECON170, BUS101, IPE191, MATH160, FREN101
6790762, PG102, MUS101, PG104, BIOL111, FREN240, SPAN203
7167584, PG103, BIOL111, MATH260, PG104, MATH160, PHIL101
7163490, GRK101, SPAN101, MATH180, PSYC101, CHEM110, PG103
7135870, HIST102, GERM101, ECON170, MUS103, PSYC265, ARTS101
6731381, SOAN101, CHEM110, MUS105, MATH160, SPAN201, ARAB101
6951545, PG103, PSYC101, MATH160, ARTH276, SPAN203, MATH110
6737522, CHEM115, ECON170, MATH280, PG102, MATH180, MUS103
6737520, CHIN101, MUS105, SPAN101, BIOL111, ECON170, STS201
6731390, BIOL111, PSYC225, CHEM110, PG101, FREN101, ENVR101
7110256, FREN201, SPAN203, PHIL101, JAPN101, SOAN101, BIOL111
6732408, SPAN101, CHEM250, MATH160, MUS103, HIST153, IPE201
6830710, HIST245, SPAN101, PHYS121, SPAN210, SOAN101, CHEM115
6733433, ARTH276, SPAN101, MUS103, MATH180, FREN201, CHEM110
6957642, LTS200, PSYC101, THAI101, MATH180, IPE201, CHEM110
6732357, MUS126, PHIL101, AFAM101, MATH110, CSCI161, GERM201
6736450, MATH180, MATH160, MUS103, ENGL199, PHIL224, SOAN101
6740545, SOAN202, PG104, HIST230, OT101, BIOL111, GERM201
7110212, CHEM115, CHEM110, SPAN201, PHYS121, ENGL245, BIOL111
7135812, SPAN203, CLSC231, ARTS147, PG103, JAPN101, BIOL111
6922821, MATH160, IPE201, LTS200, MUS103, CWLT100, SOAN101
7162433, PG104, SPAN203, FREN201, MUS103, GERM101, REL212
7162432, SPAN201, ENGL212, MATH160, IPE201, PG103, BUS101
6741576, SPAN101, CHEM110, MATH160, HIST153, MATH181, PHIL101
6921817, SPAN101, THAI101, GERM101, PHIL224, SPAN201, ARTS101
7163485, PHYS221, HIST230, COMM170, MATH160, AFAM101, SPAN201
7110237, MATH160, BIOL111, MUS101, BIOL112, PHYS121, SPAN300
6830682, SPAN201, PHYS121, CSCI161, CHEM115, CHEM250, BIOL111
6733397, COMM156, FREN201, CHEM110, FREN210, MATH180, ECON170
7167577, BIOL111, SPAN201, PG102, SOAN101, SPAN101, MATH180
6736478, LTS200, CLSC211, PG103, ECON170, MUS105, LAT101
7167573, BUS101, ENGL212, MATH160, SPAN101, REL204, ECON170
6771294, MUS126, MATH160, CHEM110, ECON170, OT101, CHIN201
7110229, MUS103, PSYC101, SPAN101, ECON170, GQS201, MATH160
6738524, SPAN201, LAT101, CWLT100, CHIN101, ENGL212, LAS100
6740573, MATH160, GERM101, FREN101, SPAN201, HIST153, SPAN101
7162448, CSCI161, HIST153, ENGL212, SOAN202, MUS105, SPAN201
7168592, MATH160, MATH180, ENGL212, FREN201, MUS103, PHIL229
7115346, GEOL101, REL204, SPAN101, COMM170, PG103, MATH260
6730276, CLSC211, SOAN101, SPAN201, FREN101, CHEM110, FREN201
7110190, THAI101, ECON170, COMM170, ENGL212, JAPN101, CHIN101
6742562, SPAN201, CHEM110, COMM181, MUS105, GERM101, ECON170
6910509, PG104, ECON170, MATH181, ENGL212, MATH260, JAPN201
